cash_revenue
0.000000   85694.757813
1.000000   86261.289063
2.000000   86660.515625
3.000000   89859.250000
4.000000   90356.820313
5.000000   90238.820313
6.000000   94362.265625
7.000000   91588.023438
8.000000   95164.000000
9.000000   95236.984375
10.000000   100016.710938
11.000000   102377.617188
12.000000   102845.367188
13.000000   104791.140625
14.000000   105763.601563
15.000000   106299.140625
16.000000   105825.039063
17.000000   106748.835938
18.000000   108546.828125
19.000000   110829.023438
20.000000   110863.820313
21.000000   114541.195313
22.000000   113622.937500
23.000000   117803.554688
24.000000   116111.210938
25.000000   118401.726563
26.000000   121702.718750
27.000000   126816.078125
28.000000   125923.703125
29.000000   128142.976563
30.000000   127738.179688
31.000000   130375.968750
32.000000   131547.156250
33.000000   132023.703125
34.000000   137689.187500
35.000000   137307.953125
36.000000   139642.109375
37.000000   142404.843750
38.000000   147937.671875
39.000000   142930.921875
40.000000   149354.640625
41.000000   153370.250000
42.000000   150174.656250
43.000000   152076.687500
44.000000   155237.687500
45.000000   160675.546875
46.000000   158378.000000
47.000000   161447.125000
48.000000   168981.343750
49.000000   170832.234375
50.000000   171180.437500
51.000000   170612.109375
52.000000   176699.265625
53.000000   174968.875000
54.000000   176671.421875
55.000000   187814.593750
56.000000   184631.281250
57.000000   187931.171875
58.000000   194591.484375
59.000000   198537.171875
60.000000   193169.578125
fraction_custs_buying
1.000000   0.436255
2.000000   0.444935
3.000000   0.460067
4.000000   0.460469
5.000000   0.461509
6.000000   0.453754
7.000000   0.458606
8.000000   0.480615
9.000000   0.463813
10.000000   0.484249
11.000000   0.481710
12.000000   0.465071
13.000000   0.467237
14.000000   0.461490
15.000000   0.470164
16.000000   0.479783
17.000000   0.470707
18.000000   0.480158
19.000000   0.495809
20.000000   0.497038
21.000000   0.483362
22.000000   0.479346
23.000000   0.501049
24.000000   0.479971
25.000000   0.491699
26.000000   0.500405
27.000000   0.504287
28.000000   0.488569
29.000000   0.491987
30.000000   0.496626
31.000000   0.496964
32.000000   0.487734
33.000000   0.493712
34.000000   0.500721
35.000000   0.503118
36.000000   0.510298
37.000000   0.497880
38.000000   0.495448
39.000000   0.494379
40.000000   0.498272
41.000000   0.507717
42.000000   0.483951
43.000000   0.493020
44.000000   0.499623
45.000000   0.501760
46.000000   0.508835
47.000000   0.510884
48.000000   0.512793
49.000000   0.500920
50.000000   0.489079
51.000000   0.492533
52.000000   0.497328
53.000000   0.498011
54.000000   0.503532
55.000000   0.514291
56.000000   0.501290
57.000000   0.506989
58.000000   0.498912
59.000000   0.506148
60.000000   0.504434

